policy_id,customer_id,customer_name,cnic,city,phone,policy_type,insurance_company,coverage_amount,premium,start_date,end_date,status
POL-9CE732DD,CUST-3DD71BF3,Awj Tawkeel,35498-4537271-7,Chiniot,+923283925562,Spoilage Insurance,EFU Life,155205,3542,2023-11-30,2026-03-03,Pending
POL-0B2C72FA,CUST-F55B63A7,Ubaidah Luay,13377-7417492-5,Gawadar,+923246695980,Dental Insurance,Jubilee Insurance,950500,3911,2025-05-19,2026-02-18,Expired
POL-936671BC,CUST-C48208DA,Kawkab Omeir,27333-7924271-9,Lodhran,+923495055434,Crop Insurance,AhsanTechCoding,774591,7121,2025-05-19,2026-01-31,Expired
POL-9AA512E1,CUST-08006DA7,Guney Awmar,59184-2802587-2,Khairpur Mir’s,+923187261753,Vision Insurance,Asim Financial Assurance,786073,6674,2024-09-30,2027-04-30,Active
POL-8E949C5D,CUST-3969478F,Tawkeel Damurah,49134-9773906-5,Sahiwal,+923255570958,Mobile Phone Insurance,EFU Life,349644,3308,2023-06-13,2026-06-27,Expired
POL-0834D404,CUST-47F1F70F,Zaweel Ayaan,10857-5127112-7,Sibi,+923258015563,Equipment Breakdown,U Microfinance Bank,491215,7646,2025-01-08,2026-11-24,Active
POL-52FA66F0,CUST-93821DD7,Izaaz Fazli,56028-4530548-5,Haripur,+923232452510,Cyber Liability,U Microfinance Bank,317722,7315,2024-10-20,2026-08-14,Expired
POL-4D10497F,CUST-F5322645,Tabassum Talal,42025-9469161-5,Lahore,+923165827463,Flood Insurance,U Microfinance Bank,342519,1381,2024-06-19,2026-06-17,Active
POL-EF36FF60,CUST-A72F03C4,Yazan Rabee,15073-1367756-4,Daska,+923226650164,Product Liability,Adamjee Insurance,199639,8171,2025-02-27,2025-12-04,Pending
POL-184D6327,CUST-542B53E9,Qawee Aamil,40495-7804197-4,Ahmadpur East,+923460985217,Key Person Insurance,Jubilee Insurance,737974,9981,2024-02-25,2026-06-18,Active
POL-B2E4ABAC,CUST-FD63B546,Majd Ihab,42573-7938085-7,Faisalabad,+923425092569,Pet Insurance,TPL Insurance,183380,5288,2023-12-19,2026-10-07,Pending
POL-A061C698,CUST-841F51FA,Jahdami Luqman,88528-5779458-6,Dargai,+923204872449,Marine Cargo,AhsanTechCoding,473224,5780,2023-09-25,2026-05-28,Active
POL-FAED09FF,CUST-11331FA8,Umar Ijli,64853-9206170-1,Mirpur Khas,+923255921490,Renters,Jubilee Insurance,361758,1280,2024-12-06,2027-05-26,Expired
POL-F16D9529,CUST-52EB332E,Majdi Baasim,87637-3342464-3,Kamalpur,+923124265466,Auto,EFU Life,952830,1986,2023-10-19,2026-08-28,Expired
POL-FFD905DA,CUST-4C35837D,Qamar Mahfuz,85097-8417963-2,Badin,+923167596141,Burglary,TPL Insurance,350169,3186,2023-11-22,2027-02-20,Active
POL-E120905F,CUST-C45E8982,Aalam Zaahid,76450-6693222-6,Badin,+923302273583,Critical Illness,Adamjee Insurance,429376,4963,2024-05-01,2025-07-25,Expired
POL-1F438D55,CUST-05B17845,Kaleema Zuwayhir,81040-7914536-6,Jaranwala,+923155642017,Vision Insurance,Adamjee Insurance,389770,8105,2025-03-22,2026-05-20,Pending
POL-3CD31484,CUST-B53C47F0,Basem Aaaqil,49136-3163766-2,Kharan,+923221923793,Product Liability,EFU Life,616663,9667,2023-09-16,2026-09-30,Pending
POL-36A0C1F6,CUST-881EE475,Aarif Zafrul,80564-1804532-1,Lower Dir,+923416389990,Commercial Property,U Microfinance Bank,808455,7390,2023-11-29,2025-10-07,Pending
POL-F0E6F385,CUST-82FBA255,Rabar Jalil,46922-1360710-6,Okara,+923272065145,Equipment Breakdown,Jubilee Insurance,246276,5572,2024-08-10,2026-07-07,Pending
POL-FA222462,CUST-4435CCCA,Taahir Kaleema,12338-9834864-3,Dera Allah Yar,+923393266098,Event Cancellation,AhsanTechCoding,683819,8119,2024-04-14,2026-09-22,Pending
POL-C0FB20E6,CUST-B38F5E57,Tamam Saajid,44524-8676487-1,Jamshoro,+923420974011,Critical Illness,AhsanTechCoding,456050,5620,2023-06-29,2025-12-10,Pending
POL-05BA6C82,CUST-4D424776,Qahtan Luay,37252-8898101-3,Hala,+923453184276,Crop Insurance,U Microfinance Bank,521668,8492,2025-03-10,2027-02-21,Pending
POL-9DC5475E,CUST-5CAC6FED,Bizhan Rabar,51585-8386802-1,Dera Allah Yar,+923081950347,Surety Bonds,EFU Life,970263,4673,2024-11-22,2025-11-29,Active
POL-4E84047B,CUST-5D514583,Qaasim Sair,95572-4949187-7,Bahawalnagar,+923101543697,Key Person Insurance,TPL Insurance,544198,8541,2024-01-17,2026-05-23,Expired
POL-62128163,CUST-698E4125,Yathrib Sadaqat,97323-1545094-2,Karak,+923048551098,Group Health Insurance,Adamjee Insurance,119009,9411,2024-01-28,2026-10-17,Pending
POL-4EB58079,CUST-919499F7,Muzhir Kasim,17720-2704868-4,Kot Addu,+923335703317,Health,EFU Life,841851,4151,2024-08-08,2025-10-22,Active
POL-889354E6,CUST-15BE02A7,Mabad Aamirah,29776-9595783-8,Charsadda,+923443975419,Travel,Adamjee Insurance,492807,3997,2023-12-22,2025-08-29,Pending
POL-35AF315F,CUST-B37A2E67,Batal Qabeel,44995-7157314-7,Kamalpur,+923084882720,Vision Insurance,Adamjee Insurance,681860,3049,2024-09-01,2027-03-22,Active
POL-C8BD8A3F,CUST-A5EA8716,Daamin Raed,42017-2882114-1,Kohlu,+923202672290,Legal Expense Insurance,Jubilee Insurance,629430,7448,2024-07-28,2026-06-19,Expired
POL-17B7F826,CUST-4D77B9D7,Aashir Badr Udeen,79269-1784177-4,Wah Cantt,+923207985144,Disability,TPL Insurance,110723,7889,2023-10-29,2026-01-20,Expired
POL-90A25016,CUST-8E3A6DF8,Quadir Najeeb,63637-2792933-7,Haripur,+923350567547,Mortgage Insurance,Adamjee Insurance,807056,5178,2024-05-21,2027-03-15,Expired
POL-D68282C9,CUST-14BBDCF1,Yaman Majeed,55867-5173109-9,Bahawalnagar,+923159901318,Aviation Insurance,TPL Insurance,105139,2588,2023-06-08,2026-03-31,Active
POL-60A2D2B3,CUST-43783B16,Raahil Daamin,93259-1013087-4,Jhang,+923017413406,Home,Jubilee Insurance,597380,5576,2023-07-14,2026-01-15,Active
POL-D00BE7F4,CUST-5CF8C560,Aalee Maalik,82354-6245290-4,Gujrat,+923441893861,Identity Theft Insurance,Asim Financial Assurance,758018,7560,2025-04-29,2026-09-14,Expired
POL-04CEC05A,CUST-4C2969ED,Gohar Zayyir,21204-2998040-1,Kohistan,+923414629321,Kidnap & Ransom,U Microfinance Bank,208626,2469,2024-07-05,2025-08-23,Active
POL-A9C8004D,CUST-8360C428,Azeeb Yar,50786-6479282-7,Toba Tek Singh,+923168284590,Surety Bonds,U Microfinance Bank,336915,9370,2024-01-29,2025-11-30,Expired
POL-B7A935AF,CUST-B852EA93,Aarif Zahrun,73585-7375440-9,Sukkur,+923076392402,Marine Cargo,AhsanTechCoding,527761,1743,2025-05-24,2026-05-03,Expired
POL-BCF4BDDC,CUST-615673D5,Fazli Aamirah,93416-8603475-1,Karachi,+923386774254,Kidnap & Ransom,Adamjee Insurance,386530,4610,2024-06-14,2026-11-02,Active
POL-5D00D32D,CUST-DB513C30,Dabbah Zahri,45395-3295066-8,Attock,+923237720631,Health,EFU Life,644362,1725,2025-05-14,2027-04-10,Active
POL-194FD418,CUST-862660FD,Ubaadah Zackariya,97465-6755972-9,Nowshera Cantt,+923336202818,Long Term Care,TPL Insurance,201541,1315,2023-11-28,2026-02-28,Active
POL-A66EBCE3,CUST-E7970E92,Qusay Baasit,74822-9998974-6,Ziarat,+923361440219,Mobile Phone Insurance,Jubilee Insurance,547348,2647,2025-05-06,2027-03-29,Active
POL-C8791C32,CUST-9BB5652A,Waail Najeeb,66035-5115267-4,Hala,+923147945847,Home,EFU Life,168190,1344,2024-07-15,2025-09-20,Pending
POL-BD3E9BDD,CUST-673C6196,Naathim Qadeer,12178-5761324-7,Haripur,+923457188142,Crop Insurance,Jubilee Insurance,105061,6609,2024-05-07,2026-04-04,Active
POL-6BA45878,CUST-28C78198,Laiq Lahiah,45059-9163962-7,Ahmadpur East,+923376523239,Dental Insurance,Adamjee Insurance,896268,5353,2024-09-03,2026-09-27,Active
POL-9BA6E807,CUST-2D2FED06,Luqman Majeed,35159-3881836-2,Larkana,+923275962201,Dental Insurance,TPL Insurance,697489,7005,2023-09-11,2027-01-29,Active
POL-69DC881B,CUST-D2428A10,Kasam Saajid,16513-3682340-2,North Waziristan,+923461165188,Gap Insurance,TPL Insurance,536920,8796,2023-11-15,2025-09-11,Pending
POL-08E6B39A,CUST-F84986B1,Aadil Zaahid,99012-1865597-2,Tando Muhammad Khan,+923325916761,Identity Theft Insurance,TPL Insurance,238805,9473,2023-12-11,2025-09-15,Active
POL-E335805D,CUST-C443B17C,Ubadah Lahiah,99142-5277593-4,Okara,+923293961592,Cyber Liability,EFU Life,582503,3984,2023-05-30,2026-06-27,Pending
POL-10C4330B,CUST-06A246B1,Baaree Qaim,81896-2655821-1,Kandiaro,+923349999754,Flood Insurance,Adamjee Insurance,404751,1154,2024-12-29,2027-05-08,Active
POL-499A325E,CUST-187D29BC,Ragheb Kasam,55944-7427878-2,Mardan,+923067602221,Dental Insurance,Asim Financial Assurance,524708,9342,2024-09-01,2025-09-28,Expired
POL-2BBF13D6,CUST-B6AE132E,Zafar Ilan,17741-3950317-5,Hala,+923005629702,Trade Credit Insurance,U Microfinance Bank,361644,7922,2024-09-12,2025-08-31,Pending
POL-9510CD98,CUST-BE72D13D,Sabeeh Zaakir,21502-3970110-4,Larkana,+923431254300,Boat Insurance,Adamjee Insurance,611504,9724,2023-06-05,2027-01-02,Active
POL-82DB29EF,CUST-9E57D07E,Luay Taimur,27474-4785058-4,Peshawar,+923168796924,Mobile Phone Insurance,AhsanTechCoding,719687,3188,2024-04-30,2025-06-06,Expired
POL-CE3375DB,CUST-39F1F971,Bambad Awani,87501-5605084-6,Daska,+923423512066,Travel Medical,TPL Insurance,671111,1216,2024-05-26,2026-11-26,Pending
POL-34FFACBB,CUST-A805678E,Wafiq Lut,73932-8591716-6,Larkana,+923087161442,Dental Insurance,Jubilee Insurance,586745,8320,2024-08-01,2025-12-09,Pending
POL-61329AC9,CUST-CAA71AE9,Fahmi Awadil,82287-2531413-1,Chaman,+923198008234,Identity Theft Insurance,TPL Insurance,726324,1985,2023-09-28,2027-05-17,Active
POL-E2147671,CUST-FA72BEA3,Ruwaihim Jad,48572-8895412-3,Jamshoro,+923082961749,Health,AhsanTechCoding,583521,5345,2024-02-17,2026-01-10,Pending
POL-E3D6C5D2,CUST-F932A711,Qahtan Sadeed,85842-5185025-7,Larkana,+923330723574,Key Person Insurance,EFU Life,575428,9003,2024-11-23,2026-05-21,Expired
POL-3AA2B860,CUST-B9B3E02B,Aarif Damurah,68637-6777859-7,Kotli,+923473655617,Life,TPL Insurance,889406,9031,2025-02-15,2027-01-16,Active
POL-EE304E5C,CUST-B6D4C393,Mahfooz Latif,86534-4559000-2,Upper Dir,+923273450717,Life,AhsanTechCoding,206423,6312,2024-08-03,2025-11-25,Expired
POL-E902FB89,CUST-FADFE985,Gulfaam Nabeel,28132-6604400-6,Kambar Shahdadkot,+923261843227,Kidnap & Ransom,Jubilee Insurance,274635,3467,2024-01-09,2025-10-03,Expired
POL-630CBAA8,CUST-F691659F,Saadiq Jad,29822-4052542-8,Ghotki,+923297186385,Directors & Officers Liability,U Microfinance Bank,392587,9581,2024-03-20,2025-12-14,Active
POL-8B746E1B,CUST-6FAE4B6F,Atheel Kashif,29002-9566072-7,Sibi,+923250263280,Health,Jubilee Insurance,344094,4625,2024-09-03,2026-06-24,Expired
POL-C6E1059E,CUST-E09EFD25,Kauthar Rohaan,84055-5924757-6,Kala Bagh,+923365905185,Earthquake Insurance,Jubilee Insurance,766543,4820,2024-09-12,2026-11-29,Active
POL-7316E2BA,CUST-EF701A74,Taariq Taanish,46662-6103346-8,Sujawal,+923136075026,Renters,Jubilee Insurance,547669,1559,2024-09-12,2026-04-25,Pending
POL-3C67B4FE,CUST-7FE4A60A,Bazam Omeir,88506-8853794-6,Kotli Loharan,+923155418492,Personal Accident,Adamjee Insurance,222498,2723,2024-05-09,2026-01-24,Pending
POL-4ED0E96E,CUST-E0E46FF7,Taial Tabassum,62547-7726299-6,Hala,+923387205163,Identity Theft Insurance,Asim Financial Assurance,503628,2080,2024-05-22,2027-03-29,Pending
POL-6F5A886A,CUST-A1CBE62A,Tahmid Raheel,26360-4088417-6,Ubauro,+923275516647,Aviation Insurance,TPL Insurance,754086,7968,2024-10-09,2025-10-06,Pending
POL-A6B46EF5,CUST-6C93681C,Eesaa Iftikhaar,22370-2131143-1,South Waziristan,+923319236403,Renters,Jubilee Insurance,441271,4838,2023-09-28,2025-10-06,Expired
POL-20C560B8,CUST-E66E19F0,Jalees Najeeb,30391-5761267-2,Jaranwala,+923042366616,Critical Illness,U Microfinance Bank,770797,4016,2023-10-20,2027-01-12,Pending
POL-225C5C03,CUST-6E5066F8,Sabeeh Rafeek,29377-3232834-7,North Waziristan,+923334516893,Group Health Insurance,U Microfinance Bank,669629,8518,2024-07-14,2025-09-27,Expired
POL-CAF36403,CUST-9917A862,Tamam Majd,78933-2213745-5,Attock,+923202382354,Product Liability,Asim Financial Assurance,845886,5848,2024-01-14,2026-02-10,Expired
POL-C3ADC305,CUST-414204F7,Naajy Saad,96645-7070495-1,Pakpattan,+923497286786,Terrorism Insurance,EFU Life,686420,9679,2023-06-17,2027-01-29,Expired
POL-EA8F586C,CUST-DB155493,Labeeb Esfandyar,30130-8891325-6,Tank,+923139002464,Key Person Insurance,TPL Insurance,694507,2692,2023-11-21,2026-12-06,Expired
POL-419225EC,CUST-044B744E,Ghanem Karaamat,18599-8261025-4,Zhob,+923041708180,Disability,Asim Financial Assurance,657124,4653,2024-03-20,2026-05-02,Expired
POL-559299BA,CUST-8292100C,Liban Dakhil,24181-9723428-3,Attock,+923246266132,Event Cancellation,TPL Insurance,391970,2541,2025-05-19,2026-11-02,Active
POL-5EAC7F64,CUST-B664DD90,Idris Ubadah,73600-2832873-6,Khairpur,+923395041576,Tenant Insurance,U Microfinance Bank,746557,6481,2024-10-07,2026-10-23,Active
POL-355100B9,CUST-2B255428,Yaman Kaysan,28188-7289265-6,Narowal,+923087470529,Life,AhsanTechCoding,482256,8733,2024-03-17,2026-01-07,Expired
POL-C352707D,CUST-FD9DC5F5,Adil Jalil,97314-9629667-3,Dera Ismail Khan,+923383233858,Group Health Insurance,Adamjee Insurance,716011,8786,2023-07-30,2026-08-27,Expired
POL-0E42AF39,CUST-D674F4D9,Ubaadah Saal,31572-6413500-9,Kotli Loharan,+923399305524,Burglary,TPL Insurance,382692,6604,2024-06-10,2025-08-16,Pending
POL-60370381,CUST-990BC86F,Sabeeh Saboor,55331-3583814-1,Quetta,+923346950243,Travel,AhsanTechCoding,398559,4289,2023-09-01,2027-04-04,Expired
POL-B63356A0,CUST-CAF6CB2A,Yafi Kaamil,30466-2979869-7,Lasbela,+923343640158,Key Person Insurance,Adamjee Insurance,280714,2078,2025-01-06,2025-09-09,Pending
POL-D05690E8,CUST-3887A08A,Rafay Bilaal,18498-9560842-7,Kotri,+923266271685,Private Medical Insurance,Asim Financial Assurance,620788,4301,2025-05-06,2026-11-28,Expired
POL-447ABA4E,CUST-1715B598,Sairah Mahmoud,70797-8367071-9,Awaran,+923181525882,Vision Insurance,U Microfinance Bank,448521,8599,2025-02-16,2025-07-08,Expired
POL-2F3CB6DE,CUST-40B5C1C5,Wahab Qaasim,19874-9402919-5,Haripur,+923159092877,Hospital Cash,Jubilee Insurance,408916,7565,2024-07-11,2026-06-27,Pending
POL-72565B43,CUST-E31D0BDB,Karam Tafazal,93882-8209984-6,Kot Radha Kishan,+923142141991,Key Person Insurance,U Microfinance Bank,382565,1829,2023-10-01,2026-12-05,Pending
POL-82DAC353,CUST-4A415AED,Aashir Jaabir,22212-2185249-7,Hasilpur,+923056811211,Commercial Property,U Microfinance Bank,638539,1183,2025-01-24,2026-05-07,Active
POL-E6A9F82F,CUST-2D7B9A32,Ghulaam Aasim,85778-5941202-9,Chaman,+923271547562,Business Liability,U Microfinance Bank,641925,9128,2023-10-19,2025-10-22,Active
POL-0CA43CA7,CUST-913D77DB,Basel Batool,37560-8670551-6,Ziarat,+923442503415,Mortgage Insurance,Adamjee Insurance,453398,2961,2024-08-17,2025-07-15,Active
POL-C1A3330B,CUST-A17575D3,Attaf Kamran,57135-5963438-4,Sadiqabad,+923438430350,Earthquake Insurance,TPL Insurance,197945,8274,2024-01-28,2025-05-30,Pending
POL-216CB856,CUST-EBF391FF,Ghazawan Ubadah,44564-3115207-8,Umerkot,+923131367409,Commercial Property,U Microfinance Bank,647427,5257,2024-02-15,2026-09-25,Expired
POL-2069041D,CUST-42D77F00,Ayyubi Taanish,80192-4713744-7,Harnai,+923349037642,Commercial Property,Jubilee Insurance,498104,3456,2023-11-02,2026-04-20,Pending
POL-1D83D177,CUST-A1C42FE2,Umar Aatiq,36255-5067679-2,Hala,+923197497782,Hospital Cash,Adamjee Insurance,239745,4900,2025-01-16,2026-12-30,Pending
POL-075A117C,CUST-14CAD74E,Gulshan Zaakir,61112-8526512-5,Phool Nagar,+923144471167,Tenant Insurance,AhsanTechCoding,835457,6654,2025-04-28,2025-07-15,Active
POL-0BBD543C,CUST-6F0FE69E,Umair Waahid,90114-4806393-9,North Waziristan,+923159911366,Credit Life,Jubilee Insurance,274499,1712,2024-06-15,2026-02-23,Expired
POL-3752F51E,CUST-E7BC6427,Talat Nabeel,53148-7221135-1,Hangu,+923224429495,Vision Insurance,Adamjee Insurance,991523,5807,2024-03-09,2025-09-30,Active
POL-D774DBBE,CUST-FADF91C9,Mizhir Sair,88830-5220065-2,Sadiqabad,+923055540123,Event Cancellation,AhsanTechCoding,823482,9211,2024-10-21,2026-01-08,Expired
POL-940EAE2F,CUST-3528D001,Rabar Omair,99828-7696083-3,South Waziristan,+923327566836,Mobile Phone Insurance,Jubilee Insurance,695614,4579,2023-12-18,2027-05-25,Expired
POL-CC5B8D8E,CUST-52E81823,Nafasat Saariyah,99068-7444469-1,Kalat,+923135541879,Travel Medical,Adamjee Insurance,303580,7393,2024-08-18,2026-03-12,Expired
POL-539DBAC8,CUST-F6BD3931,Sabir Rohaan,81884-7806229-9,Badin,+923178065108,Aviation Insurance,U Microfinance Bank,639716,4342,2025-03-13,2025-06-19,Pending
POL-5B874337,CUST-421F0071,Mahbub Sadeed,95709-3162554-7,Dadu,+923021254597,Travel,Jubilee Insurance,216496,9324,2025-01-06,2026-09-26,Active
POL-9B6B8BBA,CUST-236B22E8,Najeeb Aabid,66600-4598924-1,Khuzdar,+923212157932,Disability,EFU Life,656774,4815,2025-02-24,2025-06-07,Active
POL-3CDED518,CUST-8A98429D,Nadhir Raid,40763-4257802-4,Phool Nagar,+923463393554,Identity Theft Insurance,Asim Financial Assurance,210613,6318,2025-04-19,2026-02-12,Expired
POL-71763FCA,CUST-71B8D99C,Maazin Ali,59284-9634547-9,Larkana,+923397222496,Workers Compensation,TPL Insurance,813637,4107,2024-07-04,2025-08-05,Active
POL-7D1AB605,CUST-B927EA92,Madyan Qutaybah,83196-3904018-7,Badin,+923442421993,Professional Indemnity,Asim Financial Assurance,349621,5154,2024-05-07,2025-09-08,Pending
POL-950FCD74,CUST-9C0F7AFD,Saboor Ghayoor,30706-5747386-4,Dadu,+923023170087,Travel Medical,Adamjee Insurance,399535,7845,2025-04-20,2025-08-11,Expired
POL-AE2D480F,CUST-E12F26A8,Naib Aasim,83581-8128750-3,Faisalabad,+923251927433,Crop Insurance,Jubilee Insurance,926507,5099,2023-08-08,2026-05-16,Pending
POL-F345B873,CUST-2CDE092E,Jahdari Basaam,25437-1365634-4,Lasbela,+923373164642,Pet Insurance,Adamjee Insurance,412959,6210,2023-06-15,2025-12-11,Pending
POL-9BE18A8E,CUST-25AFC2A3,Umar Owais,36883-8541444-8,Tando Allahyar,+923326785717,Mortgage Insurance,Adamjee Insurance,431897,1105,2024-12-22,2026-10-07,Active
POL-0607D2BB,CUST-42FD14A2,Awj Aryan,56066-8466318-8,South Waziristan,+923092187277,Terrorism Insurance,AhsanTechCoding,567717,5185,2024-07-26,2025-12-25,Active
POL-5DE47CB7,CUST-FE6214F1,Qutaybah Tahaw-wur,59727-9171380-5,Pakpattan,+923285931023,Business Liability,Adamjee Insurance,472497,8195,2025-02-17,2027-03-22,Expired
POL-D0827718,CUST-4086E328,Mahaz Talat,27818-1138575-3,Kamoke,+923196343245,Title Insurance,U Microfinance Bank,214022,9138,2024-09-25,2027-05-26,Pending
POL-00EE827D,CUST-E4A6AA55,Ibrahim Najam,18656-6525309-8,Dadu,+923279643962,Legal Expense Insurance,Asim Financial Assurance,618822,6764,2024-05-21,2026-02-12,Active
POL-B589B2A8,CUST-D430CCA9,Qasim Wadi,19260-2273143-8,Peshawar,+923492058024,Cyber Liability,TPL Insurance,532593,9035,2024-03-30,2025-08-01,Active
POL-AA27C6D3,CUST-8AB16595,Daniel Yahyaa,20956-4940829-6,Dera Bugti,+923313059864,Gap Insurance,Jubilee Insurance,573286,5614,2023-07-23,2025-12-27,Active
POL-7E3D095E,CUST-80AA28EE,Zaahir Batal,31383-5917044-5,Kamalia,+923495765516,Pet Insurance,Jubilee Insurance,891947,6190,2024-01-26,2025-12-09,Pending
POL-5FEA74C1,CUST-D4EB77CE,Sabeeh Zahur,51641-9572722-8,Matiari,+923174855936,Critical Illness,EFU Life,364668,3177,2024-03-04,2027-02-14,Pending
POL-F3B32D4C,CUST-ABBC5C65,Raakin Ibrahim,87333-9263260-3,Khushab,+923062710546,Earthquake Insurance,AhsanTechCoding,631039,2652,2025-03-20,2027-04-18,Pending
POL-CA4A0479,CUST-767F4E7A,Ubaadah Talhah,70104-3691325-6,Bannu,+923151047849,Travel Medical,Jubilee Insurance,348244,5202,2023-09-16,2027-02-02,Expired
POL-32E878A8,CUST-1E0FB898,Kachela Maheen,11272-7362637-8,Sukkur,+923230582400,Credit Life,EFU Life,292708,9519,2025-03-21,2025-08-23,Expired
POL-7830E38B,CUST-5B0AC891,Nabil Zahaar,53787-2173740-8,Burewala,+923150824221,Hospital Cash,TPL Insurance,620056,1928,2025-05-21,2025-06-06,Expired
POL-1455A93D,CUST-FA3BA94D,Qawee Madiyan,13609-8416211-2,Haroonabad,+923051254456,Mobile Phone Insurance,Jubilee Insurance,745285,7362,2024-08-26,2026-03-23,Expired
POL-41B066CE,CUST-BA1DE789,Ihtiram Umaarah,36412-8267386-3,Kotli Loharan,+923184473615,Surety Bonds,Adamjee Insurance,475813,6252,2024-08-19,2026-12-11,Expired
POL-B54DE6BC,CUST-33EBB8E4,Qawee Aalam,54864-6377685-8,Kotli Loharan,+923267970829,Crop Insurance,EFU Life,436782,7358,2025-05-25,2027-05-04,Expired
POL-64CA30C2,CUST-4C45D8F6,Rabbani Kamran,10687-6011352-2,Zhob,+923284568195,Surety Bonds,EFU Life,104021,1357,2025-04-12,2026-11-17,Active
POL-B15BC2D7,CUST-BBAE0A1E,Jalal Lahiah,40358-8846898-3,Lower Dir,+923496575484,Auto,Jubilee Insurance,558789,5967,2024-06-17,2025-08-04,Active
POL-E72F1AA4,CUST-DB140A74,Ehsaas Qutaybah,58318-9525415-4,Kamalpur,+923321299518,Mobile Phone Insurance,Adamjee Insurance,944291,7928,2024-11-27,2026-06-25,Pending
POL-E35BF661,CUST-240AEBFD,Ghannam Ibrahim,47414-8276375-3,Gwadar,+923267631256,Title Insurance,TPL Insurance,980781,1200,2023-06-05,2026-01-29,Expired
POL-DA86BB28,CUST-CE666871,Naajy Yaghnam,93283-4415714-9,Jaffarabad,+923427286176,Life,U Microfinance Bank,882139,8608,2024-09-11,2027-04-07,Pending
POL-76BED801,CUST-90D9DB5C,Gulfaam Najam,16374-5226998-4,Bannu,+923460330191,Kidnap & Ransom,Adamjee Insurance,890101,8940,2024-01-13,2026-07-24,Expired
POL-1C127503,CUST-70AC4CC3,Qareeb Ayyubi,64762-2118300-4,Dera Allah Yar,+923451028377,Personal Accident,Adamjee Insurance,238167,6364,2025-01-01,2025-08-22,Expired
POL-97367AE2,CUST-8191F8EA,Madyan Jaabir,13466-7878536-3,Wah Cantt,+923202526587,Surety Bonds,Asim Financial Assurance,453125,3458,2023-12-21,2026-02-16,Expired
POL-BEC7E9E9,CUST-2983992F,Mahdi Ayyubi,66216-2861167-6,Hazro,+923301083478,Business Liability,Asim Financial Assurance,595817,5561,2023-10-06,2027-05-01,Active
POL-8F88A61E,CUST-F3470750,Badr Udeen Wafa,48433-2788827-3,Sadiqabad,+923475614150,Private Medical Insurance,Asim Financial Assurance,736856,7485,2024-12-31,2026-03-12,Active
POL-8FEB962E,CUST-AA4684CE,Chamali Basaam,17138-1396755-7,Mianwali,+923496924959,Pet Insurance,Adamjee Insurance,940676,3410,2023-09-03,2026-11-09,Active
POL-0F2DC1EE,CUST-98843B22,Yazan Luqman,63142-5361939-7,Multan,+923084891259,Dental Insurance,EFU Life,504238,9960,2025-01-14,2026-05-14,Pending
POL-D31B639C,CUST-E9535B56,Muzdahir Yaman,60839-3547188-7,Chaman,+923437185189,Product Liability,TPL Insurance,183586,4992,2023-10-20,2026-09-20,Active
POL-204636CE,CUST-E875676B,Parvez Omran,52519-4137862-2,Rawalpindi,+923198219912,Professional Indemnity,Adamjee Insurance,277557,2192,2025-05-05,2026-02-21,Expired
POL-A804329A,CUST-D1E8E7A9,Yasaar Aaaqil,57776-6777299-3,Jaffarabad,+923475856844,Life,EFU Life,854280,7801,2023-07-16,2026-09-25,Pending
POL-FC9318D8,CUST-1B01A4E2,Nabhan Kaamil,79258-5760615-7,Hyderabad,+923102826412,Vision Insurance,EFU Life,471379,8897,2024-01-16,2026-07-13,Pending
POL-29EDC271,CUST-B8079D72,Aryan Tahaw-wur,79883-7507126-7,Karak,+923065997623,Cyber Liability,U Microfinance Bank,724625,6968,2023-09-17,2026-04-27,Expired
POL-C702F064,CUST-F8D0AC69,Ghaith Darain,81528-2119561-2,Chakwal,+923284693938,Credit Life,EFU Life,762215,8070,2023-09-04,2026-04-28,Pending
POL-846D88B7,CUST-60F2CF6A,Zaahir Daniel,27573-6606239-8,Ubauro,+923118420889,Pet Insurance,Asim Financial Assurance,633133,5223,2025-01-06,2025-09-24,Expired
POL-174171DF,CUST-BE49440A,Lutfi Jalil,38280-5506989-8,Chiniot,+923272400353,Mortgage Insurance,Asim Financial Assurance,598284,9006,2023-06-18,2026-05-12,Pending
POL-86078B1F,CUST-A367CDFE,Man Najam,70020-3975864-6,Mirpur Khas,+923283555707,Cyber Liability,EFU Life,912453,7466,2024-10-06,2026-11-29,Expired
POL-01E5CB00,CUST-9A5C7603,Pervaiz Ubaadah,88791-8123864-5,Kharan,+923430617926,Renters,AhsanTechCoding,996656,6288,2023-12-20,2027-04-29,Expired
POL-AAD68ACE,CUST-E331104A,Qaim Kaleema,29008-5883489-5,Ormara,+923307999417,Marine Cargo,Adamjee Insurance,248790,2163,2024-09-28,2025-12-31,Pending
POL-E0353D97,CUST-2B4FF172,Jalaal Basheerah,29700-4126608-3,Kamalpur,+923398444210,Marine Cargo,TPL Insurance,412776,4690,2023-12-13,2026-10-28,Active
POL-15B8A084,CUST-499F4937,Saabir Zaahid,19233-9094973-1,Hafizabad,+923036283792,Travel,U Microfinance Bank,188828,7333,2023-06-08,2026-04-18,Pending
POL-C5C9517E,CUST-99D0F06A,Ghazanfar Ubadah,85947-3329251-9,Muzaffarabad,+923027255394,Legal Expense Insurance,EFU Life,947329,2286,2025-01-21,2025-06-23,Active
